JobID|JobIDRaw|JobName|Partition|MaxVMSize|MaxVMSizeNode|MaxVMSizeTask|AveVMSize|MaxRSS|MaxRSSNode|MaxRSSTask|AveRSS|MaxPages|MaxPagesNode|MaxPagesTask|AvePages|MinCPU|MinCPUNode|MinCPUTask|AveCPU|NTasks|AllocCPUS|Elapsed|State|ExitCode|AveCPUFreq|ReqCPUFreqMin|ReqCPUFreqMax|ReqCPUFreqGov|ReqMem|ConsumedEnergy|MaxDiskRead|MaxDiskReadNode|MaxDiskReadTask|AveDiskRead|MaxDiskWrite|MaxDiskWriteNode|MaxDiskWriteTask|AveDiskWrite|ReqTRES|AllocTRES|TRESUsageInAve|TRESUsageInMax|TRESUsageInMaxNode|TRESUsageInMaxTask|TRESUsageInMin|TRESUsageInMinNode|TRESUsageInMinTask|TRESUsageInTot|TRESUsageOutMax|TRESUsageOutMaxNode|TRESUsageOutMaxTask|TRESUsageOutAve|TRESUsageOutTot|
14887588.batch|14887588.batch|batch||404700088K|n0006.dori0|0|404700088K|398905880K|n0006.dori0|0|398905880K|309|n0006.dori0|0|309|00:16:49|n0006.dori0|0|00:16:49|1|34|00:22:29|OUT_OF_MEMORY|0:125|2.79M|0|0|0||0|0.01M|n0006.dori0|0|0.01M|0.00M|n0006.dori0|0|0.00M||cpu=34,mem=385G,node=1|cpu=00:16:49,energy=0,fs/disk=8008,mem=398905880K,pages=309,vmem=404700088K|cpu=00:16:49,energy=0,fs/disk=8008,mem=398905880K,pages=309,vmem=404700088K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:16:49,energy=0,fs/disk=8008,mem=398905880K,pages=309,vmem=404700088K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:16:49,energy=0,fs/disk=8008,mem=398905880K,pages=309,vmem=404700088K|energy=0,fs/disk=214|energy=n0006.dori0,fs/disk=n0006.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14887588.extern|14887588.extern|extern||76K|n0006.dori0|0|76K|76K|n0006.dori0|0|76K|0|n0006.dori0|0|0|00:00:00|n0006.dori0|0|00:00:00|1|34|00:22:30|COMPLETED|0:0|3.61M|0|0|0||0|0.01M|n0006.dori0|0|0.01M|0.00M|n0006.dori0|0|0.00M||billing=34,cpu=34,mem=385G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=76K,pages=0,vmem=76K|cpu=00:00:00,energy=0,fs/disk=5329,mem=76K,pages=0,vmem=76K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=76K,pages=0,vmem=76K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=76K,pages=0,vmem=76K|energy=0,fs/disk=1|energy=n0006.dori0,fs/disk=n0006.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14887602|14887602|bowtie1|dori||||||||||||||||||34|00:40:50|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|385G||||||||||billing=34,cpu=34,mem=385G,node=1|billing=34,cpu=34,mem=385G,node=1||||||||||||||
14887602.batch|14887602.batch|batch||306345216K|n0083.dori0|0|306345216K|210818344K|n0083.dori0|0|210818344K|9245|n0083.dori0|0|9245|00:35:42|n0083.dori0|0|00:35:42|1|34|00:41:06|CANCELLED|0:15|789K|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||cpu=34,mem=385G,node=1|cpu=00:35:42,energy=0,fs/disk=8008,mem=210818344K,pages=9245,vmem=306345216K|cpu=00:35:42,energy=0,fs/disk=8008,mem=210818344K,pages=9245,vmem=306345216K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:35:42,energy=0,fs/disk=8008,mem=210818344K,pages=9245,vmem=306345216K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:35:42,energy=0,fs/disk=8008,mem=210818344K,pages=9245,vmem=306345216K|energy=0,fs/disk=214|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14887602.extern|14887602.extern|extern||52K|n0083.dori0|0|52K|52K|n0083.dori0|0|52K|0|n0083.dori0|0|0|00:00:00|n0083.dori0|0|00:00:00|1|34|00:40:51|COMPLETED|0:0|2.06M|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||billing=34,cpu=34,mem=385G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=52K,pages=0,vmem=52K|cpu=00:00:00,energy=0,fs/disk=5329,mem=52K,pages=0,vmem=52K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=52K,pages=0,vmem=52K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=52K,pages=0,vmem=52K|energy=0,fs/disk=1|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14888221|14888221|mummer4|dori||||||||||||||||||34|00:21:28|FAILED|6:0||Unknown|Unknown|Unknown|428G|0|||||||||billing=34,cpu=34,mem=428G,node=1|billing=34,cpu=34,mem=428G,node=1||||||||||||||
14888221.batch|14888221.batch|batch||146743788K|n0035.dori0|0|146743788K|126450448K|n0035.dori0|0|126450448K|2791|n0035.dori0|0|2791|00:17:40|n0035.dori0|0|00:17:40|1|34|00:21:28|FAILED|6:0|2.79M|0|0|0||0|0.01M|n0035.dori0|0|0.01M|0.00M|n0035.dori0|0|0.00M||cpu=34,mem=428G,node=1|cpu=00:17:40,energy=0,fs/disk=8014,mem=126450448K,pages=2791,vmem=146743788K|cpu=00:17:40,energy=0,fs/disk=8014,mem=126450448K,pages=2791,vmem=146743788K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:17:40,energy=0,fs/disk=8014,mem=126450448K,pages=2791,vmem=146743788K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:17:40,energy=0,fs/disk=8014,mem=126450448K,pages=2791,vmem=146743788K|energy=0,fs/disk=214|energy=n0035.dori0,fs/disk=n0035.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14888221.extern|14888221.extern|extern||12K|n0035.dori0|0|12K|12K|n0035.dori0|0|12K|0|n0035.dori0|0|0|00:00:00|n0035.dori0|0|00:00:00|1|34|00:21:28|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0035.dori0|0|0.01M|0.00M|n0035.dori0|0|0.00M||billing=34,cpu=34,mem=428G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0035.dori0,fs/disk=n0035.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14888262|14888262|bbmap|dori||||||||||||||||||34|00:24:00|FAILED|1:0||Unknown|Unknown|Unknown|328G|0|||||||||billing=34,cpu=34,mem=328G,node=1|billing=34,cpu=34,mem=328G,node=1||||||||||||||
14888262.batch|14888262.batch|batch||399613056K|n0006.dori0|0|399613056K|281761128K|n0006.dori0|0|281761128K|259|n0006.dori0|0|259|02:58:12|n0006.dori0|0|02:58:12|1|34|00:24:00|FAILED|1:0|383K|0|0|0||0|0.01M|n0006.dori0|0|0.01M|0.00M|n0006.dori0|0|0.00M||cpu=34,mem=328G,node=1|cpu=02:58:12,energy=0,fs/disk=8008,mem=281761128K,pages=259,vmem=399613056K|cpu=02:58:12,energy=0,fs/disk=8008,mem=281761128K,pages=259,vmem=399613056K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=02:58:12,energy=0,fs/disk=8008,mem=281761128K,pages=259,vmem=399613056K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=02:58:12,energy=0,fs/disk=8008,mem=281761128K,pages=259,vmem=399613056K|energy=0,fs/disk=214|energy=n0006.dori0,fs/disk=n0006.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14888262.extern|14888262.extern|extern||12K|n0006.dori0|0|12K|12K|n0006.dori0|0|12K|0|n0006.dori0|0|0|00:00:00|n0006.dori0|0|00:00:00|1|34|00:24:00|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0006.dori0|0|0.01M|0.00M|n0006.dori0|0|0.00M||billing=34,cpu=34,mem=328G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0006.dori0,energy=n0006.dori0,fs/disk=n0006.dori0,mem=n0006.dori0,pages=n0006.dori0,vmem=n0006.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0006.dori0,fs/disk=n0006.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14888802|14888802|bowtie2|dori||||||||||||||||||34|00:21:05|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|328G|0|||||||||billing=34,cpu=34,mem=328G,node=1|billing=34,cpu=34,mem=328G,node=1||||||||||||||
14888802.batch|14888802.batch|batch||343605540K|n0022.dori0|0|343605540K|342919240K|n0022.dori0|0|342919240K|222|n0022.dori0|0|222|00:16:36|n0022.dori0|0|00:16:36|1|34|00:21:05|OUT_OF_MEMORY|0:125|2.79M|0|0|0||0|0.01M|n0022.dori0|0|0.01M|0.00M|n0022.dori0|0|0.00M||cpu=34,mem=328G,node=1|cpu=00:16:36,energy=0,fs/disk=8014,mem=342919240K,pages=222,vmem=343605540K|cpu=00:16:36,energy=0,fs/disk=8014,mem=342919240K,pages=222,vmem=343605540K|cpu=n0022.dori0,energy=n0022.dori0,fs/disk=n0022.dori0,mem=n0022.dori0,pages=n0022.dori0,vmem=n0022.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:16:36,energy=0,fs/disk=8014,mem=342919240K,pages=222,vmem=343605540K|cpu=n0022.dori0,energy=n0022.dori0,fs/disk=n0022.dori0,mem=n0022.dori0,pages=n0022.dori0,vmem=n0022.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:16:36,energy=0,fs/disk=8014,mem=342919240K,pages=222,vmem=343605540K|energy=0,fs/disk=214|energy=n0022.dori0,fs/disk=n0022.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14888802.extern|14888802.extern|extern||28K|n0022.dori0|0|28K|28K|n0022.dori0|0|28K|0|n0022.dori0|0|0|00:00:00|n0022.dori0|0|00:00:00|1|34|00:21:05|COMPLETED|0:0|2.29M|0|0|0||0|0.01M|n0022.dori0|0|0.01M|0.00M|n0022.dori0|0|0.00M||billing=34,cpu=34,mem=328G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|cpu=n0022.dori0,energy=n0022.dori0,fs/disk=n0022.dori0,mem=n0022.dori0,pages=n0022.dori0,vmem=n0022.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|cpu=n0022.dori0,energy=n0022.dori0,fs/disk=n0022.dori0,mem=n0022.dori0,pages=n0022.dori0,vmem=n0022.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|energy=0,fs/disk=1|energy=n0022.dori0,fs/disk=n0022.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14888952|14888952|bbmap|dori||||||||||||||||||34|00:15:31|FAILED|1:0||Unknown|Unknown|Unknown|398G|0|||||||||billing=34,cpu=34,mem=398G,node=1|billing=34,cpu=34,mem=398G,node=1||||||||||||||
14888952.batch|14888952.batch|batch||459032508K|n0089.dori0|0|459032508K|456662568K|n0089.dori0|0|456662568K|2406|n0089.dori0|0|2406|05:49:19|n0089.dori0|0|05:49:19|1|34|00:15:31|FAILED|1:0|131K|0|0|0||0|0.01M|n0089.dori0|0|0.01M|0.00M|n0089.dori0|0|0.00M||cpu=34,mem=398G,node=1|cpu=05:49:19,energy=0,fs/disk=8008,mem=456662568K,pages=2406,vmem=459032508K|cpu=05:49:19,energy=0,fs/disk=8008,mem=456662568K,pages=2406,vmem=459032508K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=05:49:19,energy=0,fs/disk=8008,mem=456662568K,pages=2406,vmem=459032508K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=05:49:19,energy=0,fs/disk=8008,mem=456662568K,pages=2406,vmem=459032508K|energy=0,fs/disk=214|energy=n0089.dori0,fs/disk=n0089.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14888952.extern|14888952.extern|extern||84K|n0089.dori0|0|84K|84K|n0089.dori0|0|84K|0|n0089.dori0|0|0|00:00:00|n0089.dori0|0|00:00:00|1|34|00:15:31|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0089.dori0|0|0.01M|0.00M|n0089.dori0|0|0.00M||billing=34,cpu=34,mem=398G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|energy=0,fs/disk=1|energy=n0089.dori0,fs/disk=n0089.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14889230|14889230|mummer4|dori||||||||||||||||||34|00:16:30|FAILED|6:0||Unknown|Unknown|Unknown|328G|0|||||||||billing=34,cpu=34,mem=328G,node=1|billing=34,cpu=34,mem=328G,node=1||||||||||||||
14889230.batch|14889230.batch|batch||200365976K|n0089.dori0|0|200365976K|136112988K|n0089.dori0|0|136112988K|74|n0089.dori0|0|74|00:13:56|n0089.dori0|0|00:13:56|1|34|00:16:30|FAILED|6:0|2.79M|0|0|0||0|0.01M|n0089.dori0|0|0.01M|0.00M|n0089.dori0|0|0.00M||cpu=34,mem=328G,node=1|cpu=00:13:56,energy=0,fs/disk=8014,mem=136112988K,pages=74,vmem=200365976K|cpu=00:13:56,energy=0,fs/disk=8014,mem=136112988K,pages=74,vmem=200365976K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:13:56,energy=0,fs/disk=8014,mem=136112988K,pages=74,vmem=200365976K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:13:56,energy=0,fs/disk=8014,mem=136112988K,pages=74,vmem=200365976K|energy=0,fs/disk=214|energy=n0089.dori0,fs/disk=n0089.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14889230.extern|14889230.extern|extern||84K|n0089.dori0|0|84K|84K|n0089.dori0|0|84K|0|n0089.dori0|0|0|00:00:00|n0089.dori0|0|00:00:00|1|34|00:16:30|COMPLETED|0:0|2.03M|0|0|0||0|0.01M|n0089.dori0|0|0.01M|0.00M|n0089.dori0|0|0.00M||billing=34,cpu=34,mem=328G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=84K,pages=0,vmem=84K|energy=0,fs/disk=1|energy=n0089.dori0,fs/disk=n0089.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14889279|14889279|bowtie2|dori||||||||||||||||||34|00:21:16|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|428G|0|||||||||billing=34,cpu=34,mem=428G,node=1|billing=34,cpu=34,mem=428G,node=1||||||||||||||
14889279.batch|14889279.batch|batch||448153524K|n0018.dori0|0|448153524K|446546412K|n0018.dori0|0|446546412K|219|n0018.dori0|0|219|00:17:03|n0018.dori0|0|00:17:03|1|34|00:21:16|OUT_OF_MEMORY|0:125|2.79M|0|0|0||0|0.01M|n0018.dori0|0|0.01M|0.00M|n0018.dori0|0|0.00M||cpu=34,mem=428G,node=1|cpu=00:17:03,energy=0,fs/disk=8014,mem=446546412K,pages=219,vmem=448153524K|cpu=00:17:03,energy=0,fs/disk=8014,mem=446546412K,pages=219,vmem=448153524K|cpu=n0018.dori0,energy=n0018.dori0,fs/disk=n0018.dori0,mem=n0018.dori0,pages=n0018.dori0,vmem=n0018.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:17:03,energy=0,fs/disk=8014,mem=446546412K,pages=219,vmem=448153524K|cpu=n0018.dori0,energy=n0018.dori0,fs/disk=n0018.dori0,mem=n0018.dori0,pages=n0018.dori0,vmem=n0018.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:17:03,energy=0,fs/disk=8014,mem=446546412K,pages=219,vmem=448153524K|energy=0,fs/disk=214|energy=n0018.dori0,fs/disk=n0018.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14889279.extern|14889279.extern|extern||56K|n0018.dori0|0|56K|56K|n0018.dori0|0|56K|0|n0018.dori0|0|0|00:00:00|n0018.dori0|0|00:00:00|1|34|00:21:17|COMPLETED|0:0|3.45M|0|0|0||0|0.01M|n0018.dori0|0|0.01M|0.00M|n0018.dori0|0|0.00M||billing=34,cpu=34,mem=428G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=56K,pages=0,vmem=56K|cpu=00:00:00,energy=0,fs/disk=5329,mem=56K,pages=0,vmem=56K|cpu=n0018.dori0,energy=n0018.dori0,fs/disk=n0018.dori0,mem=n0018.dori0,pages=n0018.dori0,vmem=n0018.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=56K,pages=0,vmem=56K|cpu=n0018.dori0,energy=n0018.dori0,fs/disk=n0018.dori0,mem=n0018.dori0,pages=n0018.dori0,vmem=n0018.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=56K,pages=0,vmem=56K|energy=0,fs/disk=1|energy=n0018.dori0,fs/disk=n0018.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14890031|14890031|mummer4|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|428G|0|||||||||billing=34,cpu=34,mem=428G,node=1|||||||||||||||
14890051|14890051|bbmap|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|498G|0|||||||||billing=34,cpu=34,mem=498G,node=1|||||||||||||||
14890203|14890203|bbmap_skimmer|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|328G|0|||||||||billing=34,cpu=34,mem=328G,node=1|||||||||||||||
14890830|14890830|mummer4|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|428G|0|||||||||billing=34,cpu=34,mem=428G,node=1|||||||||||||||
14894002|14894002|mummer4|dori||||||||||||||||||34|14:52:37|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G||||||||||billing=34,cpu=34,mem=128G,node=1|billing=34,cpu=34,mem=128G,node=1||||||||||||||
14894002.batch|14894002.batch|batch||77720888K|n0046.dori0|0|77720888K|68225616K|n0046.dori0|0|68225616K|101|n0046.dori0|0|101|14:49:26|n0046.dori0|0|14:49:26|1|34|14:52:54|CANCELLED|0:15|57K|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||cpu=34,mem=128G,node=1|cpu=14:49:26,energy=0,fs/disk=8015,mem=68225616K,pages=101,vmem=77720888K|cpu=14:49:26,energy=0,fs/disk=8015,mem=68225616K,pages=101,vmem=77720888K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=14:49:26,energy=0,fs/disk=8015,mem=68225616K,pages=101,vmem=77720888K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=14:49:26,energy=0,fs/disk=8015,mem=68225616K,pages=101,vmem=77720888K|energy=0,fs/disk=214|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14894002.extern|14894002.extern|extern||12K|n0046.dori0|0|12K|12K|n0046.dori0|0|12K|0|n0046.dori0|0|0|00:00:00|n0046.dori0|0|00:00:00|1|34|14:52:38|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||billing=34,cpu=34,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14904950|14904950|bowtie2|dori||||||||||||||||||34|00:18:14|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|billing=34,cpu=34,mem=228G,node=1||||||||||||||
